Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2020-09-18T19:50:00Z,COTY,3.08,-131,Market,Filled,-403.48,Liquidated 
2020-09-22T04:00:00Z,KSS,18.534775167,-12,Market On Open,Filled,-222.417302004,Liquidated 
2020-09-30T19:50:00Z,OXY,9.761886102,14,Market,Filled,136.666405428, 
2020-09-30T19:50:00Z,NOV,8.783682315,-14,Market,Filled,-122.97155241,Liquidated 
2020-10-01T19:50:00Z,OXY,9.419535387,-14,Market,Filled,-131.873495418,Liquidated 
2020-10-02T19:50:00Z,OXY,9.644508714,14,Market,Filled,135.023121996, 
2020-10-02T19:50:00Z,NOV,8.46197142,19,Market,Filled,160.77745698, 
2020-10-06T04:00:00Z,NBL,8.46,-70,Market,Filled,-592.2,Liquidate from delisting 
2020-10-17T04:00:00Z,HST,10.077053154,-17,Market,Filled,-171.309903618,Liquidate from delisting 
2020-10-26T19:50:00Z,OXY,9.204343509,-14,Market,Filled,-128.860809126,Liquidated 
2020-10-28T19:50:00Z,OXY,8.754396855,17,Market,Filled,148.824746535, 
2020-10-28T19:50:00Z,FTI,3.9749438201164,-70,Market,Filled,-278.24606740815,Liquidated 
2020-10-28T19:50:00Z,HPE,7.602771412,-19,Market,Filled,-144.452656828,Liquidated 
2020-10-28T19:50:00Z,NOV,7.847796075,-19,Market,Filled,-149.108125425,Liquidated 
2020-10-29T19:50:00Z,FTI,3.9823459501353,87,Market,Filled,346.46409766177, 
2020-10-29T19:50:00Z,HPE,7.710867688,23,Market,Filled,177.349956824, 
2020-10-29T19:50:00Z,NOV,7.906288965,22,Market,Filled,173.93835723, 
2020-12-22T05:00:00Z,AIV,4.979175692,-117,Market On Open,Filled,-582.563555964,Liquidated 
2021-02-13T05:00:00Z,FTI,8.396502772,-87,Market On Open,Filled,-730.495741164,Liquidated 
2021-09-21T04:00:00Z,NOV,12.77094765,-22,Market On Open,Filled,-280.9608483,Liquidated 
2021-09-21T04:00:00Z,UNM,21.950900379,-16,Market On Open,Filled,-351.214406064,Liquidated 
2021-12-02T05:00:00Z,AA,27.575823114,-15,Market On Open,Filled,-413.63734671,Liquidated 
2021-12-02T05:00:00Z,AAL,16.49,-15,Market On Open,Filled,-247.35,Liquidated 
2021-12-02T05:00:00Z,AES,21.916478094,-12,Market On Open,Filled,-262.997737128,Liquidated 
2021-12-02T05:00:00Z,AMCR,10.203919323,-44,Market On Open,Filled,-448.972450212,Liquidated 
2021-12-02T05:00:00Z,APA,24.05600736,-64,Market On Open,Filled,-1539.58447104,Liquidated 
2021-12-02T05:00:00Z,BHGE,22.255373822,-16,Market On Open,Filled,-356.085981152,Liquidated 
2021-12-02T05:00:00Z,CCL,16.75,-16,Market On Open,Filled,-268,Liquidated 
2021-12-02T05:00:00Z,COH,36.662527924,-12,Market On Open,Filled,-439.950335088,Liquidated 
2021-12-02T05:00:00Z,CSX,33.480008636,-38,Market On Open,Filled,-1272.240328168,Liquidated 
2021-12-02T05:00:00Z,CTL,11.098737936,-24,Market On Open,Filled,-266.369710464,Liquidated 
2021-12-02T05:00:00Z,DVN,35.107112469,-50,Market On Open,Filled,-1755.35562345,Liquidated 
2021-12-02T05:00:00Z,F,17.475295668,-87,Market On Open,Filled,-1520.350723116,Liquidated 
2021-12-02T05:00:00Z,FCX,35.420064579,-34,Market On Open,Filled,-1204.282195686,Liquidated 
2021-12-02T05:00:00Z,GPS,14.419737976,-57,Market On Open,Filled,-821.925064632,Liquidated 
2021-12-02T05:00:00Z,HAL,20.274816093,-57,Market On Open,Filled,-1155.664517301,Liquidated 
2021-12-02T05:00:00Z,HBAN,13.308699195,-37,Market On Open,Filled,-492.421870215,Liquidated 
2021-12-02T05:00:00Z,HBI,15.26150646,-30,Market On Open,Filled,-457.8451938,Liquidated 
2021-12-02T05:00:00Z,HPE,13.317668388,-23,Market On Open,Filled,-306.306372924,Liquidated 
2021-12-02T05:00:00Z,IVZ,19.646402796,-20,Market On Open,Filled,-392.92805592,Liquidated 
2021-12-02T05:00:00Z,KEY,19.758403069,-19,Market On Open,Filled,-375.409658311,Liquidated 
2021-12-02T05:00:00Z,KIM,20.222921247,-28,Market On Open,Filled,-566.241794916,Liquidated 
2021-12-02T05:00:00Z,KMI,13.317225984,-16,Market On Open,Filled,-213.075615744,Liquidated 
2021-12-02T05:00:00Z,MGM,38.806863312,-20,Market On Open,Filled,-776.13726624,Liquidated 
2021-12-02T05:00:00Z,MOS,33.0151633625,-18,Market On Open,Filled,-594.272940525,Liquidated 
2021-12-02T05:00:00Z,MRO,14.565968748,-141,Market On Open,Filled,-2053.801593468,Liquidated 
2021-12-02T05:00:00Z,NCLH,18.09,-17,Market On Open,Filled,-307.53,Liquidated 
2021-12-02T05:00:00Z,NWL,19.0034208,-13,Market On Open,Filled,-247.0444704,Liquidated 
2021-12-02T05:00:00Z,NWS,20.891394788,-20,Market On Open,Filled,-417.82789576,Liquidated 
2021-12-02T05:00:00Z,NWSA,20.74619704,-19,Market On Open,Filled,-394.17774376,Liquidated 
2021-12-02T05:00:00Z,OXY,27.951243273,-17,Market On Open,Filled,-475.171135641,Liquidated 
2021-12-02T05:00:00Z,PBCT,16.673770476,-14,Market On Open,Filled,-233.432786664,Liquidated 
2021-12-02T05:00:00Z,RF,20.304271526,-22,Market On Open,Filled,-446.693973572,Liquidated 
2021-12-02T05:00:00Z,SYMC,23.420780668,-13,Market On Open,Filled,-304.470148684,Liquidated 
2021-12-02T05:00:00Z,UA,19.64,-26,Market On Open,Filled,-510.64,Liquidated 
2021-12-02T05:00:00Z,UA,23.075,-21,Market On Open,Filled,-484.575,Liquidated 
2021-12-02T05:00:00Z,WMB,23.706032427,-16,Market On Open,Filled,-379.296518832,Liquidated 
2022-02-11T20:50:00Z,CTL,9.426453348,19,Market,Filled,179.102613612, 
2022-02-17T20:50:00Z,CTL,9.164866932,-19,Market,Filled,-174.132471708,Liquidated 
2022-03-01T20:50:00Z,VTRS,9.433680828,19,Market,Filled,179.239935732, 
2022-03-07T20:50:00Z,VTRS,9.191313534,-19,Market,Filled,-174.634957146,Liquidated 
2022-03-08T20:50:00Z,VTRS,9.265888086,19,Market,Filled,176.051873634, 
2022-04-08T19:50:00Z,WW,9.847955877,17,Market,Filled,167.415249909, 
2022-04-26T19:50:00Z,WW,9.584954088,-17,Market,Filled,-162.944219496,Liquidated 
2022-05-02T19:50:00Z,CTL,9.817925328,17,Market,Filled,166.904730576, 
2022-05-03T19:50:00Z,WW,9.711584579,17,Market,Filled,165.096937843, 
2022-05-05T19:50:00Z,WW,8.688799844,-17,Market,Filled,-147.709597348,Liquidated 
2022-05-06T19:50:00Z,WW,9.575213281,18,Market,Filled,172.353839058, 
2022-05-09T19:50:00Z,UA,9.58,17,Market,Filled,162.86, 
2022-05-09T19:50:00Z,WW,8.903097598,-18,Market,Filled,-160.255756764,Liquidated 
2022-05-11T19:50:00Z,UA,9.18,-17,Market,Filled,-156.06,Liquidated 
2022-05-12T19:50:00Z,UA,9.63,17,Market,Filled,163.71, 
2022-05-12T19:50:00Z,WW,7.422494934,29,Market,Filled,215.252353086, 
2022-05-16T19:50:00Z,WW,7.20819718,-29,Market,Filled,-209.03771822,Liquidated 
2022-05-19T19:50:00Z,WW,6.662711988,36,Market,Filled,239.857631568, 
2022-05-19T19:50:00Z,UA,8.17,-17,Market,Filled,-138.89,Liquidated 
2022-05-20T19:50:00Z,UA,8.49,22,Market,Filled,186.78, 
2022-05-20T19:50:00Z,UA,9.62,17,Market,Filled,163.54, 
2022-05-20T19:50:00Z,WW,6.389969392,-36,Market,Filled,-230.038898112,Liquidated 
2022-05-23T19:50:00Z,WW,6.389969392,40,Market,Filled,255.59877568, 
2022-05-24T19:50:00Z,UA,8.24,-22,Market,Filled,-181.28,Liquidated 
2022-05-24T19:50:00Z,UA,9.14,-17,Market,Filled,-155.38,Liquidated 
2022-05-24T19:50:00Z,WW,6.010077919,-40,Market,Filled,-240.40311676,Liquidated 
2022-05-25T19:50:00Z,WW,6.214634866,42,Market,Filled,261.014664372, 
2022-06-10T19:50:00Z,UA,9.36,18,Market,Filled,168.48, 
2022-06-11T04:00:00Z,UA,9,-18,Market On Open,Filled,-162,Liquidated 
2022-06-13T19:50:00Z,CCL,9.81,16,Market,Filled,156.96, 
2022-06-13T19:50:00Z,UA,9.61,17,Market,Filled,163.37, 
2022-06-14T19:50:00Z,CCL,9.5,-16,Market,Filled,-152,Liquidated 
2022-06-15T19:50:00Z,CCL,9.88,16,Market,Filled,158.08, 
2022-06-16T19:50:00Z,CCL,8.72,-16,Market,Filled,-139.52,Liquidated 
2022-06-16T19:50:00Z,UA,8.86,-17,Market,Filled,-150.62,Liquidated 
2022-06-17T19:50:00Z,CCL,9.56,17,Market,Filled,162.52, 
2022-06-17T19:50:00Z,UA,9.2,19,Market,Filled,174.8, 
2022-06-21T19:50:00Z,UA,8.87,-19,Market,Filled,-168.53,Liquidated 
2022-06-29T19:50:00Z,CCL,8.85,-17,Market,Filled,-150.45,Liquidated 
2022-06-30T19:50:00Z,CCL,8.64,21,Market,Filled,181.44, 
2022-07-14T19:50:00Z,WW,5.878451918,-42,Market,Filled,-246.894980556,Liquidated 
2022-07-15T19:50:00Z,WW,5.72195403,49,Market,Filled,280.37574747, 
2022-07-22T19:50:00Z,VTRS,8.893015326,-19,Market,Filled,-168.967291194,Liquidated 
2022-07-25T19:50:00Z,VTRS,9.060808068,19,Market,Filled,172.155353292, 
2022-08-23T19:50:00Z,WW,5.585018378,-49,Market,Filled,-273.665900522,Liquidated 
2022-08-24T19:50:00Z,WW,5.751297384,49,Market,Filled,281.813571816, 
2022-08-29T19:50:00Z,WW,5.555675024,-49,Market,Filled,-272.228076176,Liquidated 
2022-08-31T19:50:00Z,WW,5.164430304,60,Market,Filled,309.86581824, 
2022-09-02T19:50:00Z,WW,4.978589062,-60,Market,Filled,-298.71534372,Liquidated 
2022-09-06T19:50:00Z,WW,5.047056888,62,Market,Filled,312.917527056, 
2022-09-13T19:50:00Z,CTL,9.14,-17,Market,Filled,-155.38,Liquidated 
2022-09-14T19:50:00Z,VTRS,8.855864874,-19,Market,Filled,-168.261432606,Liquidated 
2022-09-15T19:50:00Z,CTL,8.98,19,Market,Filled,170.62, 
2022-09-16T19:50:00Z,VTRS,8.808709044,20,Market,Filled,176.17418088, 
2022-09-19T19:50:00Z,CTL,8.79,-19,Market,Filled,-167.01,Liquidated 
2022-09-20T19:50:00Z,CTL,8.56,21,Market,Filled,179.76, 
2022-09-20T19:50:00Z,VTRS,8.554067562,-20,Market,Filled,-171.08135124,Liquidated 
2022-09-20T19:50:00Z,WW,4.84165341,-62,Market,Filled,-300.18251142,Liquidated 
2022-09-21T19:50:00Z,VTRS,8.544636396,21,Market,Filled,179.437364316, 
2022-09-21T19:50:00Z,WW,4.64603105,73,Market,Filled,339.16026665, 
2022-09-22T19:50:00Z,CTL,8.34,-21,Market,Filled,-175.14,Liquidated 
2022-09-22T19:50:00Z,WW,4.372159746,-73,Market,Filled,-319.167661458,Liquidated 
2022-09-23T19:50:00Z,CTL,8.13,23,Market,Filled,186.99, 
2022-09-23T19:50:00Z,WW,4.323254156,85,Market,Filled,367.47660326, 
2022-09-23T19:50:00Z,VTRS,8.186252088,-21,Market,Filled,-171.911293848,Liquidated 
2022-09-26T19:50:00Z,VTRS,8.091940428,24,Market,Filled,194.206570272, 
2022-09-26T19:50:00Z,CTL,7.78,-23,Market,Filled,-178.94,Liquidated 
2022-09-26T19:50:00Z,WW,4.049382852,-85,Market,Filled,-344.19754242,Liquidated 
2022-09-27T19:50:00Z,AMCR,9.88752324,16,Market,Filled,158.20037184, 
2022-09-27T19:50:00Z,CTL,7.61,27,Market,Filled,205.47, 
2022-09-27T19:50:00Z,WW,3.971133908,100,Market,Filled,397.1133908, 
2022-09-29T19:50:00Z,CTL,7.37,-27,Market,Filled,-198.99,Liquidated 
2022-09-30T19:50:00Z,CCL,7.07,-21,Market,Filled,-148.47,Liquidated 
2022-09-30T19:50:00Z,WW,3.878913825,-100,Market,Filled,-387.8913825,Liquidated 
2022-10-03T19:50:00Z,CCL,6.88,33,Market,Filled,227.04, 
2022-10-07T19:50:00Z,CTL,6.69,35,Market,Filled,234.15, 
2022-10-10T19:50:00Z,WW,3.51557253,128,Market,Filled,449.99328384, 
2022-10-10T19:50:00Z,CCL,6.38,-33,Market,Filled,-210.54,Liquidated 
2022-10-10T19:50:00Z,CTL,6.51,-35,Market,Filled,-227.85,Liquidated 
2022-10-11T19:50:00Z,CCL,6.62,36,Market,Filled,238.32, 
2022-10-11T19:50:00Z,CTL,6.69,35,Market,Filled,234.15, 
2022-11-03T19:50:00Z,CTL,5.8,-35,Market,Filled,-203,Liquidated 
2022-11-04T19:50:00Z,CTL,5.94,45,Market,Filled,267.3, 
2022-11-21T20:50:00Z,CTL,5.76,-45,Market,Filled,-259.2,Liquidated 
2022-11-29T20:50:00Z,CTL,5.44,54,Market,Filled,293.76, 
2022-12-05T20:50:00Z,CTL,5.19,-54,Market,Filled,-280.26,Liquidated 
2022-12-20T20:50:00Z,CTL,5.3,58,Market,Filled,307.4, 
2022-12-22T20:50:00Z,CTL,5.17,-58,Market,Filled,-299.86,Liquidated 
2022-12-23T20:50:00Z,CTL,5.24,58,Market,Filled,303.92, 
2022-12-28T20:50:00Z,CTL,5.09,-58,Market,Filled,-295.22,Liquidated 
2022-12-28T20:50:00Z,WW,3.31917183,-128,Market,Filled,-424.85399424,Liquidated 
2023-01-13T20:50:00Z,WW,4.384789255,85,Market,Filled,372.707086675, 
2023-01-18T20:50:00Z,WW,4.128599321,-85,Market,Filled,-350.930942285,Liquidated 
2023-01-19T20:50:00Z,CTL,5.05,64,Market,Filled,323.2, 
2023-02-08T20:50:00Z,WW,4.43405655,85,Market,Filled,376.89480675, 
2023-02-08T20:50:00Z,CTL,3.9,-64,Market,Filled,-249.6,Liquidated 
2023-02-09T20:50:00Z,CTL,3.96,107,Market,Filled,423.72, 
2023-02-09T20:50:00Z,WW,4.276401206,-85,Market,Filled,-363.49410251,Liquidated 
2023-02-10T20:50:00Z,WW,4.325668501,89,Market,Filled,384.984496589, 
2023-02-16T20:50:00Z,CTL,3.86,-107,Market,Filled,-413.02,Liquidated 
2023-02-17T20:50:00Z,CTL,3.94,108,Market,Filled,425.52, 
2023-02-17T20:50:00Z,WW,4.168013157,-89,Market,Filled,-370.953170973,Liquidated 
2023-02-21T20:50:00Z,CTL,3.67,-108,Market,Filled,-396.36,Liquidated 
2023-02-22T20:50:00Z,WW,3.990650895,105,Market,Filled,419.018343975, 
2023-02-23T20:50:00Z,WW,3.882262846,-105,Market,Filled,-407.63759883,Liquidated 
2023-02-24T20:50:00Z,CTL,3.55,135,Market,Filled,479.25, 
2023-02-24T20:50:00Z,WW,3.724607502,122,Market,Filled,454.402115244, 
2023-02-27T20:50:00Z,CTL,3.36,-135,Market,Filled,-453.6,Liquidated 
2023-02-28T20:50:00Z,CTL,3.41,146,Market,Filled,497.86, 
2023-02-28T20:50:00Z,WW,3.635926371,-122,Market,Filled,-443.583017262,Liquidated 
2023-03-01T20:50:00Z,WW,3.596512535,131,Market,Filled,471.143142085, 
2023-03-01T20:50:00Z,CTL,3.25,-146,Market,Filled,-474.5,Liquidated 
2023-03-02T20:50:00Z,CTL,3.25,161,Market,Filled,523.25, 
2023-03-03T20:50:00Z,CTL,3.17,-161,Market,Filled,-510.37,Liquidated 
2023-03-06T20:50:00Z,CTL,3.33,153,Market,Filled,509.49, 
2023-03-07T20:50:00Z,CTL,3.13,-153,Market,Filled,-478.89,Liquidated 
2023-03-15T19:50:00Z,DISH,9.85,17,Market,Filled,167.45, 
2023-03-16T19:50:00Z,DISH,9.54,-17,Market,Filled,-162.18,Liquidated 
2023-03-17T19:50:00Z,DISH,9.11,20,Market,Filled,182.2, 
2023-03-20T19:50:00Z,CTL,2.49,279,Market,Filled,694.71, 
2023-03-21T04:00:00Z,CTL,2.5,-279,Market On Open,Filled,-697.5,Liquidated 
2023-03-23T19:50:00Z,DISH,8.81,-20,Market,Filled,-176.2,Liquidated 
2023-03-27T19:50:00Z,DISH,8.64,23,Market,Filled,198.72, 
2023-04-12T19:50:00Z,DISH,8.06,-23,Market,Filled,-185.38,Liquidated 
2023-04-13T19:50:00Z,DISH,8.34,25,Market,Filled,208.5, 
2023-04-14T19:50:00Z,DISH,7.81,-25,Market,Filled,-195.25,Liquidated 
2023-04-17T19:50:00Z,DISH,8.14,26,Market,Filled,211.64, 
2023-04-18T19:50:00Z,DISH,7.8,-26,Market,Filled,-202.8,Liquidated 
2023-04-21T19:50:00Z,DISH,7.59,30,Market,Filled,227.7, 
2023-04-25T19:50:00Z,KEY,9.760155,18,Market,Filled,175.68279, 
2023-04-25T19:50:00Z,DISH,7.01,-30,Market,Filled,-210.3,Liquidated 
2023-04-26T19:50:00Z,DISH,6.94,36,Market,Filled,249.84, 
2023-04-27T19:50:00Z,FRC,6.12,46,Market,Filled,281.52, 
2023-04-28T19:50:00Z,FRC,3.4,-46,Market,Filled,-156.4,Liquidated 
2023-05-01T19:50:00Z,FRC,1.82,532,Market,Filled,968.24,Warning: No quote information available at 05/01/2023 15:03:00 America/New_York, order filled using TradeBar data 
2023-05-02T19:50:00Z,KEY,9.07098375,-18,Market,Filled,-163.2777075,Liquidated 
2023-05-03T04:00:00Z,FRC,1.82,-532,Market,Filled,-968.24,Liquidate from delisting 
2023-05-03T19:50:00Z,HBAN,9.678746448,18,Market,Filled,174.217436064, 
2023-05-03T19:50:00Z,KEY,8.81021625,22,Market,Filled,193.8247575, 
2023-05-03T19:50:00Z,NWL,9.688921164,18,Market,Filled,174.400580952, 
2023-05-03T19:50:00Z,AMCR,9.472345344,-16,Market,Filled,-151.557525504,Liquidated 
2023-05-04T19:50:00Z,AMCR,9.68115456,18,Market,Filled,174.26078208, 
2023-05-04T19:50:00Z,HBAN,9.035417071,-18,Market,Filled,-162.637507278,Liquidated 
2023-05-04T19:50:00Z,KEY,8.28868125,-22,Market,Filled,-182.3509875,Liquidated 
2023-05-04T19:50:00Z,DISH,6.67,-36,Market,Filled,-240.12,Liquidated 
2023-05-05T19:50:00Z,HBAN,9.457902035,19,Market,Filled,179.700138665, 
2023-05-05T19:50:00Z,KEY,9.18274125,20,Market,Filled,183.654825, 
2023-05-05T19:50:00Z,DISH,7.17,34,Market,Filled,243.78, 
2023-05-09T19:50:00Z,DISH,6.4,-34,Market,Filled,-217.6,Liquidated 
2023-05-10T19:50:00Z,HBAN,9.21785376,-19,Market,Filled,-175.13922144,Liquidated 
2023-05-10T19:50:00Z,KEY,8.689145625,-20,Market,Filled,-173.7829125,Liquidated 
2023-05-10T19:50:00Z,NWL,9.205442064,-18,Market,Filled,-165.697957152,Liquidated 
2023-05-11T19:50:00Z,HBAN,8.948999692,21,Market,Filled,187.928993532, 
2023-05-11T19:50:00Z,KEY,8.484256875,24,Market,Filled,203.622165, 
2023-05-11T19:50:00Z,NWL,9.195772482,20,Market,Filled,183.91544964, 
2023-05-11T19:50:00Z,DISH,6.22,45,Market,Filled,279.9, 
2023-05-12T19:50:00Z,KEY,8.260741875,-24,Market,Filled,-198.257805,Liquidated 
2023-05-12T19:50:00Z,NWL,8.963702514,-20,Market,Filled,-179.27405028,Liquidated 
2023-05-15T19:50:00Z,KEY,8.875408125,22,Market,Filled,195.25897875, 
2023-05-15T19:50:00Z,NWL,8.954032932,21,Market,Filled,188.034691572, 
2023-05-16T19:50:00Z,NWL,8.50923216,-21,Market,Filled,-178.69387536,Liquidated 
2023-05-17T19:50:00Z,NWL,8.721962964,23,Market,Filled,200.605148172, 
2023-05-19T19:50:00Z,NWL,8.451214668,-23,Market,Filled,-194.377937364,Liquidated 
2023-05-25T19:50:00Z,AMCR,9.461818395,-18,Market,Filled,-170.31273111,Liquidated 
2023-05-26T19:50:00Z,AMCR,9.423394767,20,Market,Filled,188.46789534, 
2023-05-26T19:50:00Z,NWL,8.489892996,25,Market,Filled,212.2473249, 
2023-05-31T19:50:00Z,NWL,8.158860054,-25,Market,Filled,-203.97150135,Liquidated 
2023-06-02T19:50:00Z,NWL,8.52927425,25,Market,Filled,213.23185625, 
2023-06-09T19:50:00Z,NWL,8.2855807,-25,Market,Filled,-207.1395175,Liquidated 
2023-06-13T19:50:00Z,NWL,8.295328442,27,Market,Filled,223.973867934, 
2023-06-20T19:50:00Z,NWL,8.061382634,-27,Market,Filled,-217.657331118,Liquidated 
2023-06-21T04:00:00Z,DISH,6.54,-45,Market On Open,Filled,-294.3,Liquidated 
2023-06-22T19:50:00Z,NWL,7.710463922,31,Market,Filled,239.024381582, 
2023-08-15T19:50:00Z,AMCR,9.096793929,-20,Market,Filled,-181.93587858,Liquidated 
2023-08-16T19:50:00Z,AMCR,9.058370301,23,Market,Filled,208.342516923, 
2023-09-19T04:00:00Z,NWL,9.342491984,-31,Market On Open,Filled,-289.617251504,Liquidated 
2023-09-21T19:50:00Z,AMCR,8.865540438,-23,Market,Filled,-203.907430074,Liquidated 
2023-10-04T19:50:00Z,AMCR,8.80715049,24,Market,Filled,211.37161176, 
2023-10-06T19:50:00Z,AMCR,8.622248988,-24,Market,Filled,-206.933975712,Liquidated 
2023-10-13T19:50:00Z,AMCR,8.46654246,27,Market,Filled,228.59664642, 
2023-10-23T19:50:00Z,AMCR,8.242714326,-27,Market,Filled,-222.553286802,Liquidated 
2023-10-24T19:50:00Z,AMCR,8.408152512,27,Market,Filled,227.020117824, 
2023-10-30T19:50:00Z,F,9.328894372,21,Market,Filled,195.906781812, 
2024-02-21T20:50:00Z,WW,3.49,-131,Market,Filled,-457.19,Liquidated 
2024-02-22T20:50:00Z,WW,3.32,206,Market,Filled,683.92, 
2024-02-23T20:50:00Z,WW,3.1,-206,Market,Filled,-638.6,Liquidated 
2024-02-26T20:50:00Z,WW,3.24,218,Market,Filled,706.32, 
2024-02-29T20:50:00Z,WW,3.11,-218,Market,Filled,-677.98,Liquidated 
